mol_index,mol_id,mol_id_norm,smiles,score,score_prop_used,cluster_id,scaffold_id,exact_scaffold_smiles,generic_scaffold_smiles,substitution_signature,substitution_map,mol_png_b64,mol_wt,clogp,tpsa,hbd,hba,rot_bonds,rings,heavy_atoms,formal_charge,is_neutral_ph7,fsp3,filter_mol_wt,filter_rot_bonds,filter_hbd,filter_hba,filter_mol_wt_source,filter_rot_bonds_source,filter_hbd_source,filter_hba_source,interaction_count,external_interaction_count,A467_donor,A467_acceptor,A468_donor,A468_acceptor,A533_donor,A533_acceptor,A473_donor,A473_acceptor,A538_donor,A538_acceptor,A536_donor,A536_acceptor,A470_donor,A470_acceptor,A543_donor,A543_acceptor,A486_donor,A486_acceptor,A487_donor,A487_acceptor,A488_donor,A488_acceptor,A489_donor,A489_acceptor,A490_donor,A490_acceptor,A491_donor,A491_acceptor,A492_donor,A492_acceptor,interaction_count_source,score_norm,interaction_norm,interaction_term,priority_score,druglike_score,presentation_score,passes_mol_weight_filter,passes_hbd_filter,passes_hba_filter,passes_rotb_filter,passes_formal_charge_filter,passes_neutral_filter,report_eligible,report_exclusion_reason,presentation_score_final,overall_score,priority_rank
602,EN300-1707072_12045,EN300-1707072_12045,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5Cc6cc(Br)ccc6[C@@H](C)C5)cc4F)CC2)n3C)c(=O)c1,-12.477754549082457,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC6CCCCC6C5)CC4)CC3)CC21,R1=[H].[H]C([H])[H] | R2=[H].[H] | R4=[H].[H] | R6=[H] | R7=Br | R8=[H] | R9=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],"{0: ('[H]', '[H]C([H])[H]'), 1: ('[H]', '[H]'), 3: ('[H]', '[H]'), 5: ('[H]',), 6: ('Br',), 7: ('[H]',), 8: ('[H]',), 10: ('[H]',), 11: ('[H]',), 16: ('[H]C([H])[H]',), 18: ('[H]',), 20: ('[H]',), 21: ('[H]',), 22: ('[H]NC([H])([H])[H]',), 23: ('[H]',), 26: ('[H]', '[H]C([H])[H]'), 28: ('[H]', '[H]'), 29: ('[H]', '[H]'), 31: ('[H]',), 32: ('[H]', '[H]'), 34: ('F',), 35: ('[H]',), 37: ('[H]',), 38: ('[H]C([H])[H]',)}",,723.6910000000013,7.585720000000008,75.4,1.0,7.0,11.0,7.0,49.0,0.0,True,0.3076923076923077,723.691,11.0,1.0,7.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{70},,,,,,,,,,,{60},,,,,,,,,,,,,,,,filtered_csv,0.7849183934136288,0.3333333333333333,0.3333333333333333,0.5139673573654515,0.7515126727272722,0.6208627492782708,True,True,True,True,True,True,True,,0.6208627492782708,0.621,264
603,EN300-44825890_30936,EN300-44825890_30936,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6c(Cl)cc(Br)cc6[C@@H]5C)cc4F)CC2)n3C)c(=O)c1,-12.472972119603325,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC6CCCCC6C5)CC4)CC3)CC21,R1=[H].[H]C([H])[H] | R3=[H].[H] | R4=[H].[H] | R6=Cl | R7=[H] | R8=Br | R9=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],"{0: ('[H]', '[H]C([H])[H]'), 2: ('[H]', '[H]'), 3: ('[H]', '[H]'), 5: ('Cl',), 6: ('[H]',), 7: ('Br',), 8: ('[H]',), 10: ('[H]',), 11: ('[H]',), 16: ('[H]C([H])[H]',), 18: ('[H]',), 20: ('[H]',), 21: ('[H]',), 22: ('[H]NC([H])([H])[H]',), 23: ('[H]',), 26: ('[H]', '[H]C([H])[H]'), 28: ('[H]', '[H]'), 29: ('[H]', '[H]'), 31: ('[H]',), 32: ('[H]', '[H]'), 34: ('F',), 35: ('[H]',), 37: ('[H]',), 38: ('[H]C([H])[H]',)}",,758.1360000000011,8.239120000000009,75.4,1.0,7.0,11.0,7.0,50.0,0.0,True,0.3076923076923077,758.136,11.0,1.0,7.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{70},,,,,,,,,,,{60},,,,,,,,,,,,,,,,filtered_csv,0.784336368969778,0.3333333333333333,0.3333333333333333,0.5137345475879112,0.7239047636363631,0.6083111448097146,True,True,True,True,True,True,True,,0.6083111448097146,0.608,265
604,EN300-46668794_33480,EN300-46668794_33480,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5Cc6cc(Br)cc(Cl)c6[C@H](C)C5)cc4F)CC2)n3C)c(=O)c1,-12.466738604494738,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC6CCCCC6C5)CC4)CC3)CC21,R1=[H].[H]C([H])[H] | R2=[H].[H] | R4=[H].[H] | R6=[H] | R7=Br | R8=[H] | R9=Cl | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],"{0: ('[H]', '[H]C([H])[H]'), 1: ('[H]', '[H]'), 3: ('[H]', '[H]'), 5: ('[H]',), 6: ('Br',), 7: ('[H]',), 8: ('Cl',), 10: ('[H]',), 11: ('[H]',), 16: ('[H]C([H])[H]',), 18: ('[H]',), 20: ('[H]',), 21: ('[H]',), 22: ('[H]NC([H])([H])[H]',), 23: ('[H]',), 26: ('[H]', '[H]C([H])[H]'), 28: ('[H]', '[H]'), 29: ('[H]', '[H]'), 31: ('[H]',), 32: ('[H]', '[H]'), 34: ('F',), 35: ('[H]',), 37: ('[H]',), 38: ('[H]C([H])[H]',)}",,758.1360000000011,8.239120000000009,75.4,1.0,7.0,11.0,7.0,50.0,0.0,True,0.3076923076923077,758.136,11.0,1.0,7.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{70},,,,,,,,,,,{60},,,,,,,,,,,,,,,,filtered_csv,0.783577746562455,0.3333333333333333,0.3333333333333333,0.513431098624982,0.7239047636363631,0.6081442478801036,True,True,True,True,True,True,True,,0.6081442478801036,0.608,266
605,EN300-7353717_43158,EN300-7353717_43158,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6c(nc(-c7ccccc7)n6C)C5)cc4F)CC2)n3C)c(=O)c1,-12.463999173641295,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2[nH]c(-c3ccccc3)nc2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2[nH]c(-c3ccccc3)nc2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC6CC(C7CCCCC7)CC6C5)CC4)CC3)CC21,R1=[H]C([H])[H] | R5=[H].[H] | R7=[H].[H] | R8=[H].[H] | R11=[H] | R12=[H] | R13=[H] | R14=[H] | R15=[H] | R16=[H] | R17=[H] | R22=[H]C([H])[H] | R24=[H] | R26=[H] | R27=[H] | R28=[H]NC([H])([H])[H] | R29=[H] | R32=[H].[H]C([H])[H] | R34=[H].[H] | R35=[H].[H] | R37=[H] | R38=[H].[H] | R40=F | R41=[H] | R43=[H] | R44=[H]C([H])[H],"{0: ('[H]C([H])[H]',), 4: ('[H]', '[H]'), 6: ('[H]', '[H]'), 7: ('[H]', '[H]'), 10: ('[H]',), 11: ('[H]',), 12: ('[H]',), 13: ('[H]',), 14: ('[H]',), 15: ('[H]',), 16: ('[H]',), 21: ('[H]C([H])[H]',), 23: ('[H]',), 25: ('[H]',), 26: ('[H]',), 27: ('[H]NC([H])([H])[H]',), 28: ('[H]',), 31: ('[H]', '[H]C([H])[H]'), 33: ('[H]', '[H]'), 34: ('[H]', '[H]'), 36: ('[H]',), 37: ('[H]', '[H]'), 39: ('F',), 40: ('[H]',), 42: ('[H]',), 43: ('[H]C([H])[H]',)}",,710.8580000000013,6.662720000000006,93.22,1.0,9.0,12.0,8.0,53.0,0.0,True,0.2857142857142857,710.858,12.0,1.0,9.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{77},,,,,,,,,,,{67},,,,,,,,,,,,,,,,filtered_csv,0.7832443562373284,0.3333333333333333,0.3333333333333333,0.5132977424949313,0.7327875636363631,0.6120681620085756,True,True,True,True,True,True,True,,0.6120681620085756,0.612,267
606,EN300-19353039_18466,EN300-19353039_18466,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5Cc6ccccc6[C@@H]5CO)cc4F)CC2)n3C)c(=O)c1,-12.463285978484043,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1Cc2ccccc2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1Cc2ccccc2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CC6CCCCC6C5)CC4)CC3)CC21,R1=[H].[H]OC([H])[H] | R3=[H].[H] | R5=[H] | R6=[H] | R7=[H] | R8=[H] | R10=[H] | R11=[H] | R16=[H]C([H])[H] | R18=[H] | R20=[H] | R21=[H] | R22=[H]NC([H])([H])[H] | R23=[H] | R26=[H].[H]C([H])[H] | R28=[H].[H] | R29=[H].[H] | R31=[H] | R32=[H].[H] | R34=F | R35=[H] | R37=[H] | R38=[H]C([H])[H],"{0: ('[H]', '[H]OC([H])[H]'), 2: ('[H]', '[H]'), 4: ('[H]',), 5: ('[H]',), 6: ('[H]',), 7: ('[H]',), 9: ('[H]',), 10: ('[H]',), 15: ('[H]C([H])[H]',), 17: ('[H]',), 19: ('[H]',), 20: ('[H]',), 21: ('[H]NC([H])([H])[H]',), 22: ('[H]',), 25: ('[H]', '[H]C([H])[H]'), 27: ('[H]', '[H]'), 28: ('[H]', '[H]'), 30: ('[H]',), 31: ('[H]', '[H]'), 33: ('F',), 34: ('[H]',), 36: ('[H]',), 37: ('[H]C([H])[H]',)}",,646.7670000000015,5.753120000000005,95.63,2.0,8.0,12.0,7.0,48.0,0.0,True,0.2894736842105263,646.767,12.0,2.0,8.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{68},,,,,,,,,,,{58},,,,,,,,,,,,,,,,filtered_csv,0.7831575599726751,0.3333333333333333,0.3333333333333333,0.5132630239890701,0.7925027999999995,0.6389209231939883,True,True,True,True,True,True,True,,0.6389209231939883,0.639,268
33,LN05089848_9,LN05089848_9,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6c(cccc6C(F)(F)F)C5)cc4F)CC2)n3C)c(=O)c1,-12.4632455276026,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC6CCCCC6C5)CC4)CC3)CC21,R1=FC(F)F | R3=[H] | R5=[H].[H] | R6=[H] | R7=[H] | R8=[H].[H] | R9=[H].[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],"{0: ('FC(F)F',), 2: ('[H]',), 4: ('[H]', '[H]'), 5: ('[H]',), 6: ('[H]',), 7: ('[H]', '[H]'), 8: ('[H]', '[H]'), 10: ('[H]',), 11: ('[H]',), 16: ('[H]C([H])[H]',), 18: ('[H]',), 20: ('[H]',), 21: ('[H]',), 22: ('[H]NC([H])([H])[H]',), 23: ('[H]',), 26: ('[H]', '[H]C([H])[H]'), 28: ('[H]', '[H]'), 29: ('[H]', '[H]'), 31: ('[H]',), 32: ('[H]', '[H]'), 34: ('F',), 35: ('[H]',), 37: ('[H]',), 38: ('[H]C([H])[H]',)}",,698.7650000000014,7.281020000000007,75.4,1.0,7.0,10.0,7.0,51.0,0.0,True,0.3076923076923077,698.765,10.0,1.0,7.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{70},,,,,,,,,,,{60},,,,,,,,,,,,,,,,filtered_csv,0.7831526370769215,0.3333333333333333,0.3333333333333333,0.5132610548307686,0.7972877727272721,0.6410730778841952,True,True,True,True,True,True,True,,0.6410730778841952,0.641,269
34,LN02190435_1087,LN02190435_1087,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6cc(Br)ccc6C5(C)C)cc4F)CC2)n3C)c(=O)c1,-12.462025780023385,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC6CCCCC6C5)CC4)CC3)CC21,R1=Br | R2=[H] | R3=[H] | R5=[H] | R7=[H].[H] | R8=[H]C([H])[H].[H]C([H])[H] | R9=[H].[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],"{0: ('Br',), 1: ('[H]',), 2: ('[H]',), 4: ('[H]',), 6: ('[H]', '[H]'), 7: ('[H]C([H])[H]', '[H]C([H])[H]'), 8: ('[H]', '[H]'), 10: ('[H]',), 11: ('[H]',), 16: ('[H]C([H])[H]',), 18: ('[H]',), 20: ('[H]',), 21: ('[H]',), 22: ('[H]NC([H])([H])[H]',), 23: ('[H]',), 26: ('[H]', '[H]C([H])[H]'), 28: ('[H]', '[H]'), 29: ('[H]', '[H]'), 31: ('[H]',), 32: ('[H]', '[H]'), 34: ('F',), 35: ('[H]',), 37: ('[H]',), 38: ('[H]C([H])[H]',)}",,737.7180000000012,7.759820000000008,75.4,1.0,7.0,12.0,7.0,50.0,0.0,True,0.325,737.718,12.0,1.0,7.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{73},,,,,,,,,,,{63},,,,,,,,,,,,,,,,filtered_csv,0.7830041930884573,0.3333333333333333,0.3333333333333333,0.5132016772353829,0.7125695181818177,0.6029172056612786,True,True,True,True,True,True,True,,0.6029172056612786,0.603,270
607,EN300-53702243_48162,EN300-53702243_48162,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5C[C@@H]6C[C@]7(CCCO7)C[C@@H]6C5)cc4F)CC2)n3C)c(=O)c1,-12.455956057805482,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CC2CC3(CCCO3)CC2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CC2CC3(CCCO3)CC2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CC6CC7(CCCC7)CC6C5)CC4)CC3)CC21,R1=[H].[H] | R2=[H].[H] | R5=[H].[H] | R6=[H].[H] | R7=[H] | R8=[H].[H] | R10=[H].[H] | R11=[H] | R12=[H].[H] | R13=[H] | R14=[H] | R19=[H]C([H])[H] | R21=[H] | R23=[H] | R24=[H] | R25=[H]NC([H])([H])[H] | R26=[H] | R29=[H].[H]C([H])[H] | R31=[H].[H] | R32=[H].[H] | R34=[H] | R35=[H].[H] | R37=F | R38=[H] | R40=[H] | R41=[H]C([H])[H],"{0: ('[H]', '[H]'), 1: ('[H]', '[H]'), 4: ('[H]', '[H]'), 5: ('[H]', '[H]'), 6: ('[H]',), 7: ('[H]', '[H]'), 9: ('[H]', '[H]'), 10: ('[H]',), 11: ('[H]', '[H]'), 12: ('[H]',), 13: ('[H]',), 18: ('[H]C([H])[H]',), 20: ('[H]',), 22: ('[H]',), 23: ('[H]',), 24: ('[H]NC([H])([H])[H]',), 25: ('[H]',), 28: ('[H]', '[H]C([H])[H]'), 30: ('[H]', '[H]'), 31: ('[H]', '[H]'), 33: ('[H]',), 34: ('[H]', '[H]'), 36: ('F',), 37: ('[H]',), 39: ('[H]',), 40: ('[H]C([H])[H]',)}",,664.8260000000015,6.0949200000000054,84.63,1.0,8.0,10.0,8.0,49.0,0.0,True,0.46153846153846156,664.826,10.0,1.0,8.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{75},,,,,,,,,,,{65},,,,,,,,,,,,,,,,filtered_csv,0.7822655043710137,0.3333333333333333,0.3333333333333333,0.5129062017484055,0.8220475818181813,0.6520198227798046,True,True,True,True,True,True,True,,0.6520198227798046,0.652,271
608,EN300-8322195_27833,EN300-8322195_27833,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6c(F)cc(Cl)cc6[C@H]5C)cc4F)CC2)n3C)c(=O)c1,-12.454114400264514,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC6CCCCC6C5)CC4)CC3)CC21,R1=[H].[H]C([H])[H] | R3=[H].[H] | R4=[H].[H] | R6=F | R7=[H] | R8=Cl | R9=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],"{0: ('[H]', '[H]C([H])[H]'), 2: ('[H]', '[H]'), 3: ('[H]', '[H]'), 5: ('F',), 6: ('[H]',), 7: ('Cl',), 8: ('[H]',), 10: ('[H]',), 11: ('[H]',), 16: ('[H]C([H])[H]',), 18: ('[H]',), 20: ('[H]',), 21: ('[H]',), 22: ('[H]NC([H])([H])[H]',), 23: ('[H]',), 26: ('[H]', '[H]C([H])[H]'), 28: ('[H]', '[H]'), 29: ('[H]', '[H]'), 31: ('[H]',), 32: ('[H]', '[H]'), 34: ('F',), 35: ('[H]',), 37: ('[H]',), 38: ('[H]C([H])[H]',)}",,697.2300000000013,7.6157200000000085,75.4,1.0,7.0,11.0,7.0,50.0,0.0,True,0.3076923076923077,697.23,11.0,1.0,7.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{70},,,,,,,,,,,{60},,,,,,,,,,,,,,,,filtered_csv,0.7820413735791802,0.3333333333333333,0.3333333333333333,0.5128165494316721,0.7594226363636358,0.6237892885510559,True,True,True,True,True,True,True,,0.6237892885510559,0.624,272
609,EN300-215457_5337,EN300-215457_5337,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5C[C@H](O)[C@@H](N6CCc7ccccc7C6)C5)cc4F)CC2)n3C)c(=O)c1,-12.453138085681278,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCC(N2CCc3ccccc3C2)C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCC(N2CCc3ccccc3C2)C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC(C6CCC7CCCCC7C6)C5)CC4)CC3)CC21,R1=[H].[H]O | R2=[H].[H] | R4=[H].[H] | R5=[H] | R7=[H].[H] | R8=[H].[H] | R10=[H] | R11=[H] | R12=[H] | R13=[H] | R15=[H].[H] | R16=[H] | R17=[H] | R22=[H]C([H])[H] | R24=[H] | R26=[H] | R27=[H] | R28=[H]NC([H])([H])[H] | R29=[H] | R32=[H].[H]C([H])[H] | R34=[H].[H] | R35=[H].[H] | R37=[H] | R38=[H].[H] | R40=F | R41=[H] | R43=[H] | R44=[H]C([H])[H],"{0: ('[H]', '[H]O'), 1: ('[H]', '[H]'), 3: ('[H]', '[H]'), 4: ('[H]',), 6: ('[H]', '[H]'), 7: ('[H]', '[H]'), 9: ('[H]',), 10: ('[H]',), 11: ('[H]',), 12: ('[H]',), 14: ('[H]', '[H]'), 15: ('[H]',), 16: ('[H]',), 21: ('[H]C([H])[H]',), 23: ('[H]',), 25: ('[H]',), 26: ('[H]',), 27: ('[H]NC([H])([H])[H]',), 28: ('[H]',), 31: ('[H]', '[H]C([H])[H]'), 33: ('[H]', '[H]'), 34: ('[H]', '[H]'), 36: ('[H]',), 37: ('[H]', '[H]'), 39: ('F',), 40: ('[H]',), 42: ('[H]',), 43: ('[H]C([H])[H]',)}",,715.8740000000014,5.307320000000004,98.87,2.0,9.0,12.0,8.0,53.0,0.0,True,0.35714285714285715,715.874,12.0,2.0,9.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{80},,,,,,,,,,,{70},,,,,,,,,,,,,,,,filtered_csv,0.7819225555276417,0.3333333333333333,0.3333333333333333,0.5127690222110567,0.7650309636363631,0.6262868958524446,True,True,True,True,True,True,True,,0.6262868958524446,0.626,273
610,EN300-7414187_13717,EN300-7414187_13717,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCC(n6c(=O)oc7ccccc76)CC5)cc4F)CC2)n3C)c(=O)c1,-12.451336910696895,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCC(n2c(=O)oc3ccccc32)CC1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCC(n2c(=O)oc3ccccc32)CC1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC(C6C(C)CC7CCCCC76)CC5)CC4)CC3)CC21,R5=[H] | R6=[H] | R7=[H] | R8=[H] | R11=[H] | R12=[H].[H] | R13=[H].[H] | R15=[H].[H] | R16=[H].[H] | R17=[H] | R18=[H] | R23=[H]C([H])[H] | R25=[H] | R27=[H] | R28=[H] | R29=[H]NC([H])([H])[H] | R30=[H] | R33=[H].[H]C([H])[H] | R35=[H].[H] | R36=[H].[H] | R38=[H] | R39=[H].[H] | R41=F | R42=[H] | R44=[H] | R45=[H]C([H])[H],"{4: ('[H]',), 5: ('[H]',), 6: ('[H]',), 7: ('[H]',), 10: ('[H]',), 11: ('[H]', '[H]'), 12: ('[H]', '[H]'), 14: ('[H]', '[H]'), 15: ('[H]', '[H]'), 16: ('[H]',), 17: ('[H]',), 22: ('[H]C([H])[H]',), 24: ('[H]',), 26: ('[H]',), 27: ('[H]',), 28: ('[H]NC([H])([H])[H]',), 29: ('[H]',), 32: ('[H]', '[H]C([H])[H]'), 34: ('[H]', '[H]'), 35: ('[H]', '[H]'), 37: ('[H]',), 38: ('[H]', '[H]'), 40: ('F',), 41: ('[H]',), 43: ('[H]',), 44: ('[H]C([H])[H]',)}",,715.8300000000013,6.448920000000006,110.53999999999999,1.0,10.0,11.0,8.0,53.0,0.0,True,0.3170731707317073,715.83,11.0,1.0,10.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{76},,,,,,,,,,,{66},,,,,,,,,,,,,,,,filtered_csv,0.7817033514864451,0.3333333333333333,0.3333333333333333,0.512681340594578,0.7656217272727267,0.626504514599745,True,True,True,True,True,True,True,,0.626504514599745,0.627,274
